question,record,ThemeLabel,Definition,Keywords,response
Q26,1000313,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP","It's just what I hear in the press, that Tik-Tok is sending info about its customers to the Chinese government."
Q26,1000596,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",Chinese ownership
Q26,2000054,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",Tic Toc is a Chinese company.  Using Tic Toc enables the Chinese to monitor behavior of the subscriber.
Q26,2000121,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",It's being used by the Chinese government to influence kids through the platform via various psychological tricks that other social media sites such as Facebook have used to incite social unrest and to turn them towards political opinions more useful to China.
Q26,2000180,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",Chinese government front.
Q26,2000245,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",It datelines for the CCP.
Q26,2000460,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",Owned by the Chinese government
Q26,2000861,Concerns about Chinese Ownership,Participants express distrust and concerns regarding TikTok's ownership by a Chinese company and its implications for data privacy and security.,"Chinese ownership, data privacy, security concerns, spying, CCP",I've heard that it is backed by the Communist Chinese government an is being used to gather information on American citizens.
Q26,1000088,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",I think it is an addictive platform that has played a major role in the addiction many of today's young people have to their phones.
Q26,1000118,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",Very dangerous to children. Very unsafe
Q26,1000180,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",
Q26,1000271,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",Too many have died due to dares on this site.
Q26,1000725,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",Because the children of today put stupid challenges on it and sometimes kids lose their life.
Q26,1001112,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",TOO MANY YOUNGER KIDS ARE INFLUENCED BY WHAT SOME OF THE PEOPLE POST AS UNFAVORABLE.  JUST ANOTHER FORM OF SOCIAL MEDIA THAT HAS BROUGHT ON NEGATIVE AFFECTS TO OUR YOUNG KIDS.
Q26,1001617,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content","It has been a horrible influence on my children, the things that are on TikTok have not been appropriate, and I usually have to watch over my children with it."
Q26,2000058,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content","Too many children spend too much time on it, and it's not always reality based."
Q26,2000121,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",It's being used by the Chinese government to influence kids through the platform via various psychological tricks that other social media sites such as Facebook have used to incite social unrest and to turn them towards political opinions more useful to China.
Q26,2000862,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content",Too much influence on the youth of America
Q26,2000995,Negative Impact on Youth,"Responses highlight concerns about TikTok's influence on young people, including addiction, harmful challenges, and mental health issues.","addiction, harmful challenges, mental health, influence on youth, dangerous content","Many young children and teenagers attempt to perform so called  TikTok challenges,  and either injure or kill themselves."
Q26,1000122,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",I dont like any social media apps.
Q26,1000344,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",It is easy to spread incorrect information.
Q26,1000594,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality", 
Q26,1000651,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",Just dont like the chi reds leese c
Q26,1001656,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",There are too many dangerous challenges that injure or kill people (mostly kids) who try them
Q26,2000058,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality","Too many children spend too much time on it, and it's not always reality based."
Q26,2000245,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",It datelines for the CCP.
Q26,2000862,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality",Too much influence on the youth of America
Q26,2001246,Misinformation and Content Quality,"Participants express dissatisfaction with the quality of content on TikTok, labeling it as misleading, trivial, or harmful.","misinformation, bad content, trivial, fake news, poor quality","I feel like it's making people more stupid. False information gets spread too easily, people get famous for no reason, and pointless videos are taking up way too much of people's time."
Q26,1000122,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I dont like any social media apps.
Q26,1000147,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I think all social media is a waste of time.
Q26,1000606,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I dont like any social media
Q26,1000841,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I hate all social media
Q26,1001397,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",dislike social media and what it's doing to teenagers
Q26,2000100,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I am unfavorable of all social media companies but especially the one run by Mark Zuckerberg
Q26,2000121,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",It's being used by the Chinese government to influence kids through the platform via various psychological tricks that other social media sites such as Facebook have used to incite social unrest and to turn them towards political opinions more useful to China.
Q26,2000861,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion",I've heard that it is backed by the Communist Chinese government an is being used to gather information on American citizens.
Q26,2001246,General Distrust of Social Media,"Many participants express a general aversion to social media platforms, citing concerns about their overall impact on society.","social media distrust, waste of time, negative influence, bad for society, unfavorable opinion","I feel like it's making people more stupid. False information gets spread too easily, people get famous for no reason, and pointless videos are taking up way too much of people's time."
Q26,1000072,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing",Just seems like another time waster that is not good for society.
Q26,1000712,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing","It's a time suck and a complete waste of time. I don't like watching 'influencers' or anything liek that, and watching short little clips seems like a complete waste of time to me."
Q26,1001412,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing",It does more harm than good
Q26,2000058,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing","Too many children spend too much time on it, and it's not always reality based."
Q26,2000245,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing",It datelines for the CCP.
Q26,2000862,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing",Too much influence on the youth of America
Q26,2001246,Addiction and Time Wasting,Responses indicate that TikTok is perceived as addictive and a significant waste of time for users.,"addictive, time-wasting, scrolling, distraction, mind-numbing","I feel like it's making people more stupid. False information gets spread too easily, people get famous for no reason, and pointless videos are taking up way too much of people's time."
Q26,1000070,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",Untrustworthy security practices
Q26,1000701,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",Tik tok has chinese government control which makes an unfavorable impression
Q26,1000772,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",Chinese possible misuse of data
Q26,2000058,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware","Too many children spend too much time on it, and it's not always reality based."
Q26,2000245,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",It datelines for the CCP.
Q26,2000460,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",Owned by the Chinese government
Q26,2000861,Concerns about Security Practices,Participants express worries about TikTok's security practices and potential data breaches.,"security risks, data breaches, privacy issues, untrustworthy, spyware",I've heard that it is backed by the Communist Chinese government an is being used to gather information on American citizens.
Q26,1000136,Cultural Concerns,"Some participants discuss the cultural implications of TikTok, including its influence on American culture and societal values.","cultural influence, American values, propaganda, cultural degradation, social engineering",The TikTok in China has uplifting videos that don't corrupt their youth with sex and idiocy. The US version however is meant to subvert Western children.
Q26,1001616,Cultural Concerns,"Some participants discuss the cultural implications of TikTok, including its influence on American culture and societal values.","cultural influence, American values, propaganda, cultural degradation, social engineering",they lead to poor body image for teens and are a chinese company
Q26,2000058,Cultural Concerns,"Some participants discuss the cultural implications of TikTok, including its influence on American culture and societal values.","cultural influence, American values, propaganda, cultural degradation, social engineering","Too many children spend too much time on it, and it's not always reality based."
Q26,2000245,Cultural Concerns,"Some participants discuss the cultural implications of TikTok, including its influence on American culture and societal values.","cultural influence, American values, propaganda, cultural degradation, social engineering",It datelines for the CCP.
Q26,2000861,Cultural Concerns,"Some participants discuss the cultural implications of TikTok, including its influence on American culture and societal values.","cultural influence, American values, propaganda, cultural degradation, social engineering",I've heard that it is backed by the Communist Chinese government an is being used to gather information on American citizens.
Q26,1000618,Influence of Influencers,"Participants express disdain for the influencer culture on TikTok, viewing it as superficial and detrimental.","influencers, superficial, negative influence, celebrity culture, attention-seeking",I didnt like how it brainwashed kids
Q26,1001707,Influence of Influencers,"Participants express disdain for the influencer culture on TikTok, viewing it as superficial and detrimental.","influencers, superficial, negative influence, celebrity culture, attention-seeking",I think its unhealthy for teens to be on social media so much with influencers who are not doing things in their best interest
Q26,2000822,Influence of Influencers,"Participants express disdain for the influencer culture on TikTok, viewing it as superficial and detrimental.","influencers, superficial, negative influence, celebrity culture, attention-seeking",Their influence on youth.
Q26,2000862,Influence of Influencers,"Participants express disdain for the influencer culture on TikTok, viewing it as superficial and detrimental.","influencers, superficial, negative influence, celebrity culture, attention-seeking",Too much influence on the youth of America
Q25,1000045,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Its cheap quality items.
Q25,1000065,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Poor quality
Q25,1000069,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,1000091,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",They sell low quality junk that breaks after one or two uses.
Q25,1000103,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",I think their products are junk.
Q25,1000115,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",All if they sell is low quality merchandise
Q25,1000131,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Their clothes are inferior to eventhe stuff Walmart sells.
Q25,1000141,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",It is low quality
Q25,1000218,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",It sells low quality merchandise and takes a long time to ship
Q25,1000227,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",because the clthing is cheap and sizes dont run right
Q25,1000229,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,1000291,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,1000292,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Poor quality products
Q25,1000345,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Cheap stuff. Terrible quality.
Q25,1000360,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",The quality of the products
Q25,1000715,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Cheap quality merchandise which doesnt last. Ends up in landfill very quickly
Q25,1000781,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk","They sell cheap, bad goods."
Q25,1000801,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,1000817,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",They make too mu ch junk for the landfills
Q25,1000863,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Poor quality.
Q25,1000914,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",
Q25,1001000,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",I buy a shirt from them and it falls apart in the wash first thing.
Q25,1001072,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",It sells low quality products at a low price which encourages phone to consume and waste products
Q25,1001100,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Slave labor and no money being spent in the usa
Q25,1001187,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Cheap & unreliable clothes
Q25,1001197,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Low quality products.
Q25,1001204,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",cheap stuff
Q25,1001256,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",chinese government control
Q25,2000049,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Cheap and poorly made items that dont resemble the product web page
Q25,2000058,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk","I've never used it, but I heard they had long shipping times."
Q25,2000095,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,2000171,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",Uses child labor.
Q25,2000213,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk","Child labor, human rights violations, and forever chemicals in the clothing"
Q25,2000305,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",They have cheaply made clothes and products that are made by extremely underpaid workers and they contribute to the overproduction of cheap throw away clothing.
Q25,2000910,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk",It is a Chinese company that sells inferior goods.
Q25,2001002,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk", 
Q25,2001256,Low Quality Products,"Participants express concerns about the overall quality of products offered by the brand, describing them as cheap and poorly made.","low quality, cheap, poorly made, inferior, junk","Its cheap, fast fashion that has questionable (at best) labor practices and isnt good for the environment."
Q25,1000040,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion", 
Q25,1000104,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",The clothes are overproduced in materials that are not good for the environment
Q25,1000312,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",Fast fashion leads to over production of goods.
Q25,1000340,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",They sell cheap junk that wears out fast and contributed to the decline of our enviironment.
Q25,1000711,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",
Q25,1000716,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion", 
Q25,1001120,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",Reputation  precedes it
Q25,1001164,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",Isn't Shein just another Temu?  I have heard enough about Temu that I know I dislike it.  I believe the same justification is valid for Shein.
Q25,1001616,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",thy make fast fashion that is low quality and contributes to waste
Q25,1001642,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion","the fast fashion aspect, people not getting paid enough"
Q25,1001654,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion","They have been selling very cheap clothes, fast ware, which is very destructive to the environment."
Q25,1001802,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion",Fast fashions negative environmental impacts
Q25,2000307,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion", 
Q25,2001259,Environmental Concerns,Participants highlight the negative environmental impact associated with the brand's fast fashion model and production practices.,"environment, pollution, waste, sustainability, fast fashion", 
Q25,1000225,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",It promotes child labor
Q25,1000680,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",They use child labor
Q25,1000742,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",Child and bad labor
Q25,1000931,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",They use illegal child labor.
Q25,1001756,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops","They violate workers' rights, such as by using child labor and refusing to pay their workers a fair wage."
Q25,2000171,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",Uses child labor.
Q25,2000213,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops","Child labor, human rights violations, and forever chemicals in the clothing"
Q25,2001005,Labor Practices,"Participants express concerns regarding the labor practices associated with the brand, including allegations of child labor and poor working conditions.","child labor, exploitation, unethical, working conditions, sweatshops",SHEIN may use child labor.
Q25,1000267,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment",They are a big scam
Q25,1000328,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment",Reputation for scams
Q25,1000793,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment",Heard bad things
Q25,1001180,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment", 
Q25,1001185,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment",this is a Chinese retail company that has cheap merchandise because of the way they overwork and under pay their workers
Q25,1001271,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment", 
Q25,1001495,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment",It's products are supposedly low quality for the most part and they participate in unethical labor practices.
Q25,2000058,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment","I've never used it, but I heard they had long shipping times."
Q25,2000914,Brand Reputation,"Participants mention negative perceptions and experiences related to the brand, often based on word-of-mouth or personal experiences.","bad reputation, negative reviews, untrustworthy, scam, disappointment","They are selling so much at cheap prices, people are discarding clothing in large amounts resulting in tons of clothing being shipped to countries that end up in the waste systems."
Q25,1000071,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",Chinese owned company
Q25,1000228,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",Owned by china
Q25,1000724,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",chinese
Q25,1000756,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",The same reason as Alibaba. It is from a country that we are at war with and have been for a long time.
Q25,1000872,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",Owned and developed in China
Q25,1001306,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",it is a chinese company
Q25,1001390,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",Chinese company.
Q25,2000210,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws", 
Q25,2000910,Chinese Ownership,Participants express concerns regarding the brand's Chinese ownership and its implications for quality and ethics.,"Chinese, foreign ownership, CCP, China, import laws",It is a Chinese company that sells inferior goods.
Q25,1000319,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway", 
Q25,1001344,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway",Its fast fashion.
Q25,1001643,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway",I can be supportive of cheap clothing but shein adds to unnecessary waste in the form of fast fashion
Q25,1001644,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway", 
Q25,1001656,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway", 
Q25,1001754,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway",
